"","siteid","plotid_mean","npp_mean","plot_mean","mean.height_mean","height.2_mean","mean.height.var_mean","mean.height.rms_mean","transect.length_mean","mode.el_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","mean.peak.vai_mean","deep.gaps_mean","deep.gap.fraction_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","plot_1_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","scan.density_mean","rumple_mean","clumping.index_mean","enl_mean","plotid_sd","npp_sd","plot_sd","mean.height_sd","height.2_sd","mean.height.var_sd","mean.height.rms_sd","transect.length_sd","mode.el_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","mean.peak.vai_sd","deep.gaps_sd","deep.gap.fraction_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","plot_1_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","scan.density_sd","rumple_sd","clumping.index_sd","enl_sd"
"1","BART",NA,3.38962437847888,NA,9.43633261957143,3.32276045652381,11.3404717878095,10.0042938812857,40,9.24761904761905,6.12888971328571,4.73939538185714,21.514619047619,13.7538678571429,7.43545726657143,3.03888899514286,0,0,0.644349006190476,238.611506478095,11.3585927902381,9.52006970423809,4.3158146407619,NA,6.28043506690476,3.67001145952381,2.43453424633333,97.5654657547619,21.5668095238095,321.358333333333,4.37261904761905,0.854162868857143,15.9771826028571,5.46852465522118,1.97335954142169,NA,1.27046655382777,0.301935194731016,2.1348315523561,1.2838899211208,0,1.54923602951012,0.868454898777548,0.489757546017544,1.37636084077584,1.75913094770325,0.300168454947281,0.215498992896553,0,0,0.0296955522498719,89.4579761997561,2.7469091735001,1.75561084339167,0.604529124650222,NA,1.00216824085398,0.480904114047294,1.6729208774229,1.67292087835226,1.37152819413295,10.0013911069448,0.533175199770951,0.0229118704512999,1.57253464761161
"2","GRSM",NA,11.2059973471266,NA,13.06549540535,6.28732482693333,42.1382039565,14.5280916029167,39.9166666666667,12.64387500025,7.19309462525833,8.55532086636667,33.5043833333333,20.3620157918333,7.00054247163333,3.10617713924167,0,0,0.736534330933333,2547.75321793167,31.7134369624167,33.6312907485833,8.90028018065833,NA,8.93256757421667,6.91692730358333,5.78703401426667,94.2129659856667,33.5043833333333,610.6955833325,7.42504166669167,0.91554838005,24.97757921975,5.30094331227943,4.71228110170535,NA,2.38131911534872,1.37565905276464,19.0817434559986,2.52024665455566,2.43590680759931,2.43814148004214,0.589472311429046,1.63953360176081,4.18963745599238,2.4879877884789,0.430967334973811,0.385235103711888,0,0,0.0498104280532372,1784.53889306537,9.63725301597883,13.2549225302401,2.16960231130892,NA,2.26936134684607,1.42801838836549,4.59420050543071,4.5942005060345,4.18963745599238,50.2026490144977,1.98958641601296,0.0148013381507803,2.97722682278692
"3","HARV",NA,3.65177279667339,NA,9.80816609078205,3.71281047139744,14.4567751920897,10.5078782984231,40,9.94391025641026,6.76061946347436,5.02780176120513,21.9213461538462,13.2740330128205,7.5901468920641,3.4574736665,0,0,0.676536644294872,323.215326756795,11.3022740663333,11.8186157309487,4.83888849528205,NA,6.70617525311538,4.24074918723077,1.476802223,98.5231977775641,22.0534743589744,325.807051282051,4.43461538461538,0.853056734230769,15.7610035212821,6.35287134758562,2.48902536987463,NA,1.50728506669886,0.686142551318727,4.80901966008067,1.4704653826888,0,1.67889318784202,0.714096298095572,1.07998572446829,2.29314736857198,2.14265238722435,0.237574794743057,0.28339054620664,0,0,0.0559954887050815,250.113794773889,4.78242772558222,4.74798845404352,1.1055323001784,NA,1.32180496314698,0.762584989605289,1.02832187983798,1.02832187948477,2.17931756418931,23.8377389688137,0.81050571600052,0.0570084446322321,2.50541654258673
"4","MLBS",NA,5.31401182952715,NA,10.796198945463,3.71168224972222,14.2039849928148,11.4313179640556,40.9259259259259,10.4177777777778,6.32703775244444,5.09332651157407,19.8731296296296,14.8592864814815,6.83618974498148,3.09086009125926,0.222222222222222,0.00555555555555555,0.658312309981481,278.510757635741,11.5282441556111,10.4579491528333,3.86912799716667,NA,8.33096359312963,4.70371234207407,5.4504515505,94.5495484492593,19.9398703703704,362.915648148148,3.1625,0.89087188412963,15.7045851551852,5.09356892997871,4.30257761143543,NA,1.75912533428198,0.532176742702913,4.36756106253497,1.70570027955092,1.88398055086813,1.87535769736217,0.649519162579444,0.495011271512047,1.16277234497324,1.78527896321622,0.567014402056642,0.34941947625208,0.666666666666667,0.0166666666666667,0.017853203928901,154.732624970933,2.91574655800548,2.49224825095858,0.982915922355416,NA,1.91676754429974,0.357752703857672,3.8338423755778,3.83384237582368,1.12416235413609,32.3851647593338,0.40181878170804,0.0347075140383945,0.87668781524555
"5","OSBS",NA,0.778661733661001,NA,6.01559875972917,5.0171388072625,26.34336137725,7.92087082175417,40.4166666666667,5.79979166665833,6.33433330084167,4.970992597075,15.490475,6.635555076375,2.4808058043875,1.43413314159167,16.1416666666667,0.402652777791667,0.863965633016667,7.11510345310417,1.04608149730833,1.854743646275,5.4608042237875,NA,9.076515191925,2.7978304823625,58.101716642,41.8982833579,16.660875,340.581798610833,3.08355555554167,0.939680000295833,9.8184624127625,5.91607978309962,0.589918621284556,NA,1.71021015409144,0.846826245105577,8.7862592893471,1.58884416848495,2.15448668259915,1.67872667116454,0.969081095698969,0.870608456190208,2.46293780700102,2.01553691034124,0.987677874975771,0.539778212358403,5.96708197123703,0.153168783937683,0.0456404385940164,9.03691374967531,0.67462751125353,1.06723627474361,0.915719615257029,NA,1.51311728237981,0.662247645209935,15.2953694632913,15.2953694634982,5.74626494323749,186.964095655283,0.461887008366326,0.0233910052821917,2.32365369392122
"6","SCBI",NA,4.87845669954708,NA,12.9999861383333,6.02175384116667,36.9750765191667,14.3256332869444,40,12.4784722222222,6.353349203,8.11501695738889,30.0430277777778,19.7289868055556,6.83601453397222,3.08572451855556,0.25,0.00625,0.745894272027778,1361.46668281944,24.8501839316667,23.8924838491667,6.786198175,NA,10.0458801945278,6.97602252602778,5.34986925813889,94.6501307419444,30.0836944444444,393.632638888889,5.11319444444444,0.9270385635,22.9307036991667,7.3143694191639,2.6329665176933,NA,0.859874451363072,0.560300949567608,6.78580217012204,0.878248768951569,0,0.798007138764133,0.388501339932778,1.09524042488317,2.61112929467664,2.3383809413341,0.122083113639401,0.116227621235205,0.612372435695794,0.0153093108923949,0.0162453633767378,912.360238791728,9.74083346364118,7.64662095610768,0.74733604007212,NA,1.00786753775956,1.0096674029246,1.21837375516415,1.21837375404634,2.58134005555398,55.3989148520294,0.571258458888664,0.0252187452218784,1.55853895717784
"7","SERC",NA,9.47060304232983,NA,9.42515603216667,4.71951948726923,24.763815131641,10.5368943550641,40,9.11807692307692,6.8005554160641,6.4969156565,31.6552820512821,15.6948394017949,7.43411062258974,3.35476148610256,0.0512820512820513,0.00128205128205128,0.776825225051282,1556.59592999641,22.100601158282,28.3023880956923,8.12695492455128,NA,6.22009019565385,5.04173813512821,2.35579209042308,97.6442079094872,31.6552820512821,426.034423076923,6.44288461538462,0.821361060230769,18.2015727484615,5.20478083974182,5.87814049844735,NA,2.03884412061831,1.37143491941319,13.1117200870986,2.40195608123422,1.36082763487954,1.97467262830073,0.538400886139564,1.6828401818836,4.56410007781371,3.7415606850628,0.297887983409066,0.213503068603312,0.125177936033135,0.00312944840082838,0.0418713435014629,970.410683573734,9.90894091206916,9.50307595014655,1.76299410781747,NA,1.62745837561994,1.76317152197913,1.67373684116181,1.67373684136807,4.56410007781371,31.3375104953975,1.20754843355172,0.119439426971032,5.60800873717254
"8","TALL",NA,3.25822985725301,NA,13.9316732581639,5.65110100185417,36.5747738371583,15.1479160590306,39.5277777777778,13.5971342591667,6.08866157519722,6.49540099236528,26.3374847222222,17.7923173633889,4.81564791435139,2.16924050540972,2.63888888888889,0.0689004629722222,0.750468999829167,375.984802028806,10.7289250473917,12.4862822019667,6.39789332141111,NA,12.8933612468083,5.17827431033333,28.2601174642917,71.7398825355972,26.7030680555556,681.512756943889,4.44201157408333,0.892925419097222,17.976030619375,5.68624070307733,4.01175094880656,NA,2.64863966999134,1.71879883292602,20.2773295799178,3.03379576935325,2.55231458960485,2.54349953075884,1.12211115186027,1.67236673689531,4.85082807548901,3.12423712018222,1.53990773899049,0.738161498417282,2.95148766917286,0.0765186331356545,0.0663008783782661,359.0465457864,5.91147242384135,6.52127901009577,1.81474180856658,NA,3.89905515985518,1.38939101622046,19.1707615825526,19.1707615823902,4.72104829081048,154.05778758085,0.838395571679618,0.0453756948921231,4.66577723623205
"9","TREE",NA,4.47638285395041,NA,10.740593040037,5.0021374372963,26.3020655167037,11.9290523777407,39.6296296296296,10.5429012345556,6.44091142448148,5.52315439944444,22.5034444444444,13.0867580248148,4.82864279440741,2.38385527944444,4.66666666666667,0.116666666666667,0.776145467407407,141.285177281111,6.32302343411111,8.70893848237037,5.99016715077778,NA,9.63572811044444,4.26834091611111,33.2019343096296,66.7980656903704,22.5128518518519,607.028086418519,4.28271604937037,0.912014238962963,15.0496878885185,5.60753461375357,2.22259349188096,NA,2.71726751228012,0.868051667806264,8.70575392569845,2.58799373678146,1.11111111111111,2.83791028440334,0.83777295411401,0.775892810372571,4.29789081023084,2.94521752211107,1.55008535978315,0.820752071931128,2.77888866675551,0.0694722166688878,0.0354266003762873,86.9303515677007,2.26144590969195,2.88628323602436,1.06356952871702,NA,2.59098963018188,0.482345904407222,13.9416291836926,13.9416291836439,4.3248395349523,106.205529714135,0.513952281716705,0.0270936800621278,1.73863840489558
"10","UNDE",NA,2.89210766826664,NA,11.8210859682619,4.36894479194048,20.3496591875119,12.6688310591905,40.1190476190476,11.6473611108333,6.7678104539881,5.52118189685714,22.9367261904762,15.6889021822619,6.12256404482143,2.89142887569048,0.571428571428571,0.0133333333333333,0.714921057607143,299.392443380119,10.6683730784405,12.0978338146429,4.81563343032143,NA,9.13285187488095,5.05047660892857,14.011746255131,85.9882537452381,23.0835833333333,592.778075394048,4.39444444444048,0.877577947892857,16.5048552285714,4.37525509460387,0.970632707468432,NA,4.22375884363277,0.883027912307168,7.30749183579413,4.10252073117811,2.56528513633238,4.42325976033176,0.730505389917852,1.09200370829441,2.23264498239066,4.1711339144754,0.728642777994433,0.353843556448601,0.534522483824849,0.011941214033447,0.0146673326866165,163.163976888047,3.48611481822185,3.23217676981315,1.3050344435876,NA,3.54904083893,0.926021785152171,7.14683220313485,7.14683220339062,2.25588886819545,78.152384697196,1.44820898325082,0.0693912849611895,3.18230082001366
